,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,year,month,day,Make/Model,model_new,Survivors,seating_capacity,State,City
60421,20060511X00558,Accident,LAX06CA136,2006-04-06,"WICKENBURG, AZ",United States,E25,Wickenburg Municipal Airport,Non-Fatal,Substantial,Airplane,N84034,cessna,172,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,4,6,cessna 172,172,,4-seater,AZ,WICKENBURG
60426,20060601X00662,Accident,MIA06CA083,2006-04-07,"VERO BEACH, FL",United States,,,Non-Fatal,Substantial,Airplane,N64425,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Go-around,Probable Cause,2006,4,7,cessna 172m,172,,4-seater,FL,VERO BEACH
60430,20060509X00529,Accident,DFW06CA096,2006-04-07,"LAKEVIEW, AR",United States,K3MO,Gastons Airport,Non-Fatal,Substantial,Airplane,N4316T,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Takeoff,Probable Cause,2006,4,7,piper pa28140,pa-28,,4-seater,AR,LAKEVIEW
60435,20061004X01456,Accident,LAX06CA272,2006-04-08,"COALINGA, CA",United States,308,Harris Ranch,Non-Fatal,Substantial,Airplane,N8068J,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,4,8,piper pa28181,pa-28,,4-seater,CA,COALINGA
60438,20060416X00446,Accident,NYC06LA089,2006-04-09,"PHILADELPHIA, PA",United States,PNE,Northeast Philadelphia Airport,Non-Fatal,Substantial,Airplane,N901AV,piper,pa28rt201,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,2006,4,9,piper pa28rt201,pa-28,,4-seater,PA,PHILADELPHIA
60439,20060503X00498,Accident,DFW06CA098,2006-04-09,"DENTON, TX",United States,DTO,Denton Municipal,Non-Fatal,Substantial,Airplane,N358TW,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,2006,4,9,cessna 172s,172,,4-seater,TX,DENTON
60440,20060620X00772,Accident,CHI06CA144,2006-04-09,"LOGANSPORT, IN",United States,GGP,Logansport/Cass County Airport,Non-Fatal,Substantial,Airplane,N793MA,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,4,9,piper pa28181,pa-28,,4-seater,IN,LOGANSPORT
60441,20060421X00470,Accident,CHI06CA107,2006-04-09,"SANDSTONE, MN",United States,,,Non-Fatal,Substantial,Airplane,N50970,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,2006,4,9,cessna 150,150,,2-seater,MN,SANDSTONE
60445,20060510X00536,Accident,ATL06CA062,2006-04-10,"SANFORD, NC",United States,TTA,Sanford-Lee County Regional,Non-Fatal,Substantial,Airplane,N72675,cessna,c172s,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,4,10,cessna c172s,172,,4-seater,NC,SANFORD
60447,20060422X00475,Accident,NYC06CA093,2006-04-11,"NORWOOD, MA",United States,OWD,Norwood Memorial Airport,Non-Fatal,Substantial,Airplane,N4359D,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,4,11,piper pa28161,pa-28,,4-seater,MA,NORWOOD
60482,20060504X00508,Accident,MIA06LA091,2006-04-16,"FORT MYERS, FL",United States,FMY,Page Field,Non-Fatal,Substantial,Airplane,N417FR,cessna,172r,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,2006,4,16,cessna 172r,172,,4-seater,FL,FORT MYERS
60486,20060627X00831,Accident,ATL06CA068,2006-04-16,"GAINSVILLE, GA",United States,KGVL,GAINESVILLE/LEE GILMER MEMORIA,Non-Fatal,Substantial,Airplane,N21527,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,4,16,cessna 172s,172,,4-seater,GA,GAINSVILLE
60487,20060627X00827,Accident,ATL06CA065,2006-04-16,"GRIFFIN, GA",United States,6A2,Griffin-Spalding County Airpor,Non-Fatal,Substantial,Airplane,N9970V,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,4,16,cessna 172m,172,,4-seater,GA,GRIFFIN
60488,20060422X00478,Accident,NYC06LA097,2006-04-16,"Avondale, PA",United States,N57,New Garden Airport,Fatal(1),Destroyed,Airplane,N15507,piper,pa28140,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,2006,4,16,piper pa28140,pa-28,,4-seater,PA,Avondale
60502,20060515X00573,Accident,LAX06CA143,2006-04-19,"MERCED, CA",United States,MCE,Merced Municipal,Non-Fatal,Substantial,Airplane,N757GF,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,2006,4,19,cessna 152,152,,2-seater,CA,MERCED
60504,20060516X00581,Accident,DFW06CA109,2006-04-19,"ROANAKE, TX",United States,52F,NORTHWEST REGIONAL,Non-Fatal,Substantial,Airplane,N3419V,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,2006,4,19,cessna 150m,150,,2-seater,TX,ROANAKE
60505,20060512X00564,Accident,CHI06CA120,2006-04-19,"WADENA, MN",United States,,,Non-Fatal,Substantial,Airplane,N5766T,cessna,172e,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,4,19,cessna 172e,172,,4-seater,MN,WADENA
60517,20060525X00627,Accident,SEA06CA081,2006-04-22,"MALAD CITY, ID",United States,MLD,MALAD CITY,Non-Fatal,Substantial,Airplane,N679SP,cessna,172s,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2006,4,22,cessna 172s,172,,4-seater,ID,MALAD CITY
60519,20060512X00566,Accident,CHI06CA123,2006-04-22,"RICHMOND, IN",United States,,,Non-Fatal,Substantial,Airplane,N2985U,cessna,172e,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,4,22,cessna 172e,172,,4-seater,IN,RICHMOND
60524,20060514X00571,Accident,NYC06CA102,2006-04-23,"JEANNETTE, PA",United States,5G8,Greensburg Jeannette Regional,Non-Fatal,Substantial,Airplane,N6775F,piper,pa28181,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2006,4,23,piper pa28181,pa-28,,4-seater,PA,JEANNETTE
60530,20060427X00489,Accident,ANC06FA048B,2006-04-23,"Chugiak, AK",United States,,,Fatal(5),Destroyed,Airplane,N5049A,cessna,172,No,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,2006,4,23,cessna 172,172,,4-seater,AK,Chugiak
60542,20060514X00570,Accident,NYC06FA104,2006-04-25,"Montgomery Twp, PA",United States,,,Fatal(1),Destroyed,Airplane,N7604G,cessna,172l,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,2006,4,25,cessna 172l,172,,4-seater,PA,Montgomery Twp
60554,20060531X00656,Accident,LAX06CA150,2006-04-28,"HONOLULU, HI",United States,HNL,Honolulu International,Non-Fatal,Substantial,Airplane,N790SP,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,4,28,cessna 172s,172,,4-seater,HI,HONOLULU
60569,20060628X00842,Accident,MIA06CA101,2006-05-01,"MIAMI, FL",United States,KTMB,Kendall-Tamiami Executive,Non-Fatal,Substantial,Airplane,N738DW,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,5,1,cessna 172n,172,,4-seater,FL,MIAMI
60575,20060606X00686,Accident,NYC06CA107,2006-05-02,"LUMBERTON, NJ",United States,N14,Flying W. Airport,Non-Fatal,Substantial,Airplane,N2549Y,cessna,172d,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,5,2,cessna 172d,172,,4-seater,NJ,LUMBERTON
60580,20060531X00652,Accident,LAX06CA159,2006-05-03,"COLUMBIA, CA",United States,O22,Columbia Airport,Non-Fatal,Substantial,Airplane,N441MA,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,2006,5,3,piper pa28181,pa-28,,4-seater,CA,COLUMBIA
60596,20060721X00982,Accident,NYC06CA108,2006-05-05,"CHESTER, CT",United States,,,Non-Fatal,Substantial,Airplane,N4814J,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Takeoff,Probable Cause,2006,5,5,piper pa28180,pa-28,,4-seater,CT,CHESTER
60599,20060627X00834,Accident,ATL06CA075,2006-05-05,"MUSCLE SHOALS, AL",United States,,,Non-Fatal,Substantial,Airplane,N613SP,cessna,c172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,2006,5,5,cessna c172s,172,,4-seater,AL,MUSCLE SHOALS
60602,20060608X00722,Accident,NYC06CA109,2006-05-06,"SHAMOKIN, PA",United States,N79,Northumberland,Non-Fatal,Substantial,Airplane,N4732Q,cessna,152,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Landing,Probable Cause,2006,5,6,cessna 152,152,,2-seater,PA,SHAMOKIN
60603,20060627X00821,Accident,DFW06CA119,2006-05-06,"COLEMAN, TX",United States,COM,Coleman Municipal Airport,Non-Fatal,Substantial,Airplane,N3815J,cessna,150g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,2006,5,6,cessna 150g,150,,2-seater,TX,COLEMAN
60610,20060531X00653,Accident,LAX06CA165,2006-05-07,"Green Valley, AZ",United States,14AZ,Ruby Star,Non-Fatal,Destroyed,Airplane,N66705,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Go-around,Probable Cause,2006,5,7,cessna 150m,150,,2-seater,AZ,Green Valley
60614,20060522X00597,Accident,DFW06CA120,2006-05-08,"LEVELLAND, TX",United States,,,Non-Fatal,Substantial,Airplane,N10964,cessna,150l,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,2006,5,8,cessna 150l,150,,2-seater,TX,LEVELLAND
60621,20060511X00550,Accident,ATL06LA077,2006-05-10,"HEMMINGWAY, SC",United States,,,Non-Fatal,Substantial,Airplane,N15702,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,2006,5,10,piper pa28180,pa-28,,4-seater,SC,HEMMINGWAY
60626,20060519X00590,Accident,MIA06LA107,2006-05-11,"LEESBURG, FL",United States,KLEE,Leesburg Regional Airport,Non-Fatal,Substantial,Airplane,N93152,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,2006,5,11,cessna 152,152,,2-seater,FL,LEESBURG
60632,20060519X00588,Accident,ATL06FA078,2006-05-12,"Cumming, GA",United States,84A,MATHIS,Fatal(2),Destroyed,Airplane,N1715Q,cessna,150l,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,2006,5,12,cessna 150l,150,,2-seater,GA,Cumming
60637,20060606X00687,Accident,NYC06CA116,2006-05-14,"LOUISVILLE, KY",United States,LOU,Bowman Field,Non-Fatal,Substantial,Airplane,N642KM,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,2006,5,14,cessna 172s,172,,4-seater,KY,LOUISVILLE
60648,20060628X00844,Accident,MIA06CA111,2006-05-16,"ORMOND BEACH, FL",United States,KOMN,Ormond Beach,Non-Fatal,Substantial,Airplane,N8149Q,piper,pa28161,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,2006,5,16,piper pa28161,pa-28,,4-seater,FL,ORMOND BEACH
60651,20060609X00728,Accident,SEA06CA099,2006-05-17,"KLAMATH FALLS, OR",United States,LMT,KLAMATH FALLS INTERNATIONAL,Non-Fatal,Substantial,Airplane,N69183,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,2006,5,17,cessna 152,152,,2-seater,OR,KLAMATH FALLS
60657,20060707X00899,Accident,LAX06CA177,2006-05-18,"TUCSON, AZ",United States,RYN,Ryan Field,Non-Fatal,Substantial,Airplane,N63149,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2006,5,18,cessna 150m,150,,2-seater,AZ,TUCSON
60658,20060803X01084,Accident,LAX06CA174,2006-05-18,"MADERA, CA",United States,MAE,Madera Municipal,Non-Fatal,Substantial,Airplane,N3544Z,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,5,18,cessna 172s,172,,4-seater,CA,MADERA
60663,20060623X00809,Accident,ATL06CA081,2006-05-18,"MURFREESBORO, TN",United States,KMBT,Murphreesboro Municipal,Non-Fatal,Substantial,Airplane,N9902W,piper,pa28140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,5,18,piper pa28140,pa-28,,4-seater,TN,MURFREESBORO
60675,20060616X00751,Accident,SEA06CA103,2006-05-20,"HAMILTON, MT",United States,6S5,Ravalli County Airport,Non-Fatal,Substantial,Airplane,N12808,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,2006,5,20,cessna 172m,172,,4-seater,MT,HAMILTON
60678,20060724X00993,Accident,DFW06CA132,2006-05-20,"MARIETTA, OK",United States,T40,MCGEHEE CATFISH RESTAURANT,Non-Fatal,Substantial,Airplane,N9419C,piper,pa28161,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Takeoff,Probable Cause,2006,5,20,piper pa28161,pa-28,,4-seater,OK,MARIETTA
60679,20060607X00704,Accident,DFW06CA131,2006-05-20,"ARDMORE, OK",United States,,,Non-Fatal,Substantial,Airplane,N714BL,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,2006,5,20,cessna 150m,150,,2-seater,OK,ARDMORE
60688,20060525X00622,Accident,DFW06FA136,2006-05-22,"Levelland, TX",United States,Q24,LEVELLAND MUNICIPAL,Fatal(2),Destroyed,Airplane,N6242R,cessna,150f,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,2006,5,22,cessna 150f,150,,2-seater,TX,Levelland
60693,20060607X00702,Accident,CHI06CA135,2006-05-23,"INDIANAPOLIS, IN",United States,EYE,Eagle Creek Airport,Non-Fatal,Substantial,Airplane,N409TA,cessna,172sp,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,5,23,cessna 172sp,172,,4-seater,IN,INDIANAPOLIS
60694,20060809X01122,Accident,ATL06CA084,2006-05-23,"LEXINGTON, TN",United States,MKL,MC KELLAR-SIPES REGIONAL,Non-Fatal,Substantial,Airplane,N7624G,cessna,172l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,5,23,cessna 172l,172,,4-seater,TN,LEXINGTON
60699,20060618X00763,Accident,NYC06CA120,2006-05-24,"TANGIER ISLAND, VA",United States,TGI,Tangier Island Airport,Non-Fatal,Substantial,Airplane,N5180L,piper,pa28280,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,2006,5,24,piper pa28280,pa-28,,4-seater,VA,TANGIER ISLAND
60702,20060621X00780,Accident,LAX06CA181,2006-05-24,"BUCKEYE, AZ",United States,KBXK,Buckeye Municipal Airport,Non-Fatal,Substantial,Airplane,N6136B,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2006,5,24,cessna 152,152,,2-seater,AZ,BUCKEYE
60706,20060531X00654,Accident,CHI06LA139,2006-05-25,"HALE, MI",United States,H80,Field of Dreams Airport,Non-Fatal,Substantial,Airplane,N3310P,piper,pa28r200,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,2006,5,25,piper pa28r200,pa-28,,4-seater,MI,HALE
60709,20060602X00672,Accident,LAX06LA183,2006-05-26,"OXNARD, CA",United States,,,Non-Fatal,Substantial,Airplane,N4596X,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC,Takeoff,Probable Cause,2006,5,26,piper pa28151,pa-28,,4-seater,CA,OXNARD
60710,20060602X00671,Accident,LAX06LA182,2006-05-26,"EAGAR, AZ",United States,D68,Springervile Municipal Airport,Non-Fatal,Substantial,Airplane,N6309W,piper,pa28140,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,2006,5,26,piper pa28140,pa-28,,4-seater,AZ,EAGAR
60712,20060629X00848,Accident,ATL06LA086,2006-05-26,"BISHOPVILLE, SC",United States,52J,LEE COUNTY,Non-Fatal,Substantial,Airplane,N66058,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,2006,5,26,cessna 150m,150,,2-seater,SC,BISHOPVILLE
60722,20060618X00765,Accident,NYC06LA124,2006-05-28,"VINEYARD HAVEN, MA",United States,MVY,Martha's Vineyard Airport,Non-Fatal,Substantial,Airplane,N738HE,cessna,c172n,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Landing,Probable Cause,2006,5,28,cessna c172n,172,,4-seater,MA,VINEYARD HAVEN
60750,20060621X00782,Accident,MIA06CA113,2006-05-30,"KISSIMMEE, FL",United States,ISM,Kissimmee Gateway,Non-Fatal,Substantial,Airplane,N498CR,cessna,172r,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,5,30,cessna 172r,172,,4-seater,FL,KISSIMMEE
60758,20060618X00760,Accident,NYC06FA133,2006-05-31,"MANAHAWKIN, NJ",United States,NONE,,Fatal(4),Substantial,Airplane,N48ED,piper,pa28236,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,2006,5,31,piper pa28236,pa-28,,4-seater,NJ,MANAHAWKIN
60766,20060616X00752,Accident,SEA06LA109,2006-06-02,"LAUREL, MT",United States,6S8,Laurel Municipal Airport,Non-Fatal,Substantial,Airplane,N1123W,piper,pa28160,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,2006,6,2,piper pa28160,pa-28,,4-seater,MT,LAUREL
60787,20060707X00892,Accident,LAX06CA191,2006-06-04,"ALPINE, CA",United States,,,Non-Fatal,Substantial,Airplane,N4438T,piper,pa28r200,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,2006,6,4,piper pa28r200,pa-28,,4-seater,CA,ALPINE
60793,20060618X00759,Accident,NYC06LA139,2006-06-05,"DU BOIS, PA",United States,DUJ,Du-Bois Jefferson Cty Airport,Non-Fatal,Substantial,Airplane,N1654B,piper,pa28180,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Landing,Probable Cause,2006,6,5,piper pa28180,pa-28,,4-seater,PA,DU BOIS
60802,20060720X00975,Incident,NYC06IA143,2006-06-06,"Lawrence, MA",United States,LWM,Lawrence Municipal,Incident,Minor,Airplane,N2138W,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,2006,6,6,cessna 172s,172,,4-seater,MA,Lawrence
60811,20060615X00743,Accident,LAX06FA200,2006-06-08,"PEORIA, AZ",United States,DVT,Deer Valley Airport,Fatal(2),Substantial,Airplane,N627PA,cessna,152,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,2006,6,8,cessna 152,152,,2-seater,AZ,PEORIA
60816,20060720X00969,Accident,ATL06LA090,2006-06-08,"NASHVILLE, TN",United States,M88,Cornelia Fort Airpark,Non-Fatal,Substantial,Airplane,N3454K,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,2006,6,8,piper pa28140,pa-28,,4-seater,TN,NASHVILLE
60819,20060713X00936,Accident,DFW06CA166,2006-06-09,"DURANT, OK",United States,DUA,Eaker Field Airport,Non-Fatal,Substantial,Airplane,N9733T,cessna,172a,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,6,9,cessna 172a,172,,4-seater,OK,DURANT
60822,20060714X00945,Accident,CHI06CA151,2006-06-09,"ATHENS, OH",United States,,,Non-Fatal,Substantial,Airplane,N240U,cessna,172n,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,6,9,cessna 172n,172,,4-seater,OH,ATHENS
60827,20060628X00841,Accident,DFW06CA160,2006-06-10,"BROWNWOOD, TX",United States,,,Non-Fatal,Substantial,Airplane,N5963F,piper,pa28151,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Approach,Probable Cause,2006,6,10,piper pa28151,pa-28,,4-seater,TX,BROWNWOOD
60830,20060615X00744,Accident,LAX06LA204,2006-06-11,"CAMARILLO, CA",United States,CMA,Camarillo Airport,Non-Fatal,Substantial,Airplane,N452WC,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Maneuvering,Probable Cause,2006,6,11,cessna 152,152,,2-seater,CA,CAMARILLO
60836,20060713X00938,Accident,DEN06CA087,2006-06-12,"ANTONITO, CO",United States,,,Non-Fatal,Substantial,Airplane,N584W,piper,pa28150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Climb,Probable Cause,2006,6,12,piper pa28150,pa-28,,4-seater,CO,ANTONITO
60842,20060810X01140,Accident,ATL06CA092,2006-06-13,"SHELBY, NC",United States,,,Non-Fatal,Substantial,Airplane,N7579U,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,2006,6,13,cessna 150m,150,,2-seater,NC,SHELBY
60844,20060807X01108,Accident,NYC06LA147,2006-06-14,"BLOOMFIELD, KY",United States,I42,Paoli Municipal Airport,Non-Fatal,Substantial,Airplane,N4542U,cessna,150d,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,2006,6,14,cessna 150d,150,,2-seater,KY,BLOOMFIELD
60870,20060717X00956,Accident,SEA06CA122,2006-06-18,"SHELTON, WA",United States,,,Non-Fatal,Substantial,Airplane,N6255G,cessna,150k,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,2006,6,18,cessna 150k,150,,2-seater,WA,SHELTON
60871,20060727X01032,Accident,NYC06CA149,2006-06-18,"LOUISVILLE, KY",United States,07KY,Blue Lick Airport,Non-Fatal,Substantial,Airplane,N4812T,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,6,18,piper pa28140,pa-28,,4-seater,KY,LOUISVILLE
60883,20060713X00935,Accident,DFW06CA164,2006-06-20,"MARIETTA, OK",United States,T40,McGehee Catfish Rest Airport,Non-Fatal,Substantial,Airplane,N8649U,cessna,172f,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause,2006,6,20,cessna 172f,172,,4-seater,OK,MARIETTA
60888,20060727X01031,Accident,NYC06CA159,2006-06-21,"WHITE PLAINS, NY",United States,HPN,Westchester County Airport,Non-Fatal,Substantial,Airplane,N968SP,cessna,172s,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,6,21,cessna 172s,172,,4-seater,NY,WHITE PLAINS
60893,20060707X00898,Accident,LAX06CA209,2006-06-22,"CONCORD, CA",United States,CCR,Buchanen Field,Non-Fatal,Substantial,Airplane,N5534M,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,2006,6,22,cessna 152,152,,2-seater,CA,CONCORD
60898,20060705X00863,Accident,NYC06FA154,2006-06-22,"Newry, ME",United States,0B1,Bethel Regional Airport,Fatal(4),Destroyed,Airplane,N572BA,cessna,172n,No,1.0,Reciprocating,Instructional,4.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,2006,6,22,cessna 172n,172,,4-seater,ME,Newry
60913,20060717X00955,Accident,CHI06CA166,2006-06-25,"WALWORTH, WI",United States,7V3,Big Foot Airfield,Non-Fatal,Substantial,Airplane,N1910T,piper,pa28140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,2006,6,25,piper pa28140,pa-28,,4-seater,WI,WALWORTH
60921,20060706X00878,Accident,NYC06FA156,2006-06-26,"Philipsburg, PA",United States,PSB,MID-STATE,Fatal(1),Destroyed,Airplane,N56246,piper,pa28r200,No,1.0,Reciprocating,Personal,1.0,3.0,0.0,0.0,IMC,Approach,Probable Cause,2006,6,26,piper pa28r200,pa-28,,4-seater,PA,Philipsburg
60938,20060925X01396,Accident,NYC06LA163,2006-06-29,"SMYRNA, DE",United States,,,Non-Fatal,Substantial,Airplane,N6970S,cessna,150h,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,2006,6,29,cessna 150h,150,,2-seater,DE,SMYRNA
60955,20060731X01060,Accident,DFW06CA174,2006-07-01,"BURNETT, TX",United States,KBMQ,Burnet Municipal Airport,Non-Fatal,Substantial,Airplane,N7943G,cessna,172l,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,2.0,VMC,Go-around,Probable Cause,2006,7,1,cessna 172l,172,,4-seater,TX,BURNETT
60957,20060710X00906,Accident,ATL06LA099,2006-07-01,"RINGGOLD, GA",United States,,,Non-Fatal,Substantial,Airplane,N8084L,cessna,172h,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,2006,7,1,cessna 172h,172,,4-seater,GA,RINGGOLD
60971,20060728X01047,Accident,LAX06CA223,2006-07-03,"DORRIS, CA",United States,A32,Butte Valley Airport,Non-Fatal,Substantial,Airplane,N6413C,piper,pa28181,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Go-around,Probable Cause,2006,7,3,piper pa28181,pa-28,,4-seater,CA,DORRIS
